0x006df5d4,_dadd
0xff20f538,GetGyro10BitDACRoll_FW
0xff098cac,GetGyro10BitDACYaw_FW
0xff098c18,GetGyroDataPitch_FW
0xff20f4c0,GetGyroDataRoll_FW
0xff098c40,GetGyroDataYaw_FW
0xff3d5ff0,GetGyroFilterCharge_FW
0xff4daafc,GetGyroFilterChargeStatus_FW
0xff098cb8,GetGyroHPFINOffsetPitch_FW
0xff20f570,GetGyroHPFINOffsetRoll_FW
0xff098cc4,GetGyroHPFINOffsetYaw_FW
0xff098cd0,GetGyroHPFINPitch_FW
0xff20f588,GetGyroHPFINRoll_FW
0xff098cdc,GetGyroHPFINYaw_FW
0xff4d3eec,GetHour_FW
0xff1dfc98,getImageDirName
0xff1db888,GetImageFolder
0xff077388,GetInputAverageLevel_FW
0xff0ae7ac,GetInternalFirmwareVersion_FW
0xff092c20,GetIrisAv_FW
0xff092e0c,GetIrisCurrentPosition_FW
0xff2067f8,GetIrisDriveVoltage_FW
0xff206808,GetIrisDriveVoltageLow_FW
0xff20684c,GetIrisHoldVoltage_FW
0xff1d3e74,GetIrisPRResetPosition_FW
0xff20682c,GetIrisSettingWaitVoltage_FW
0xff2054d8,GetIrisSpecClosePosition_FW
0xff2054c8,GetIrisSpecOpenPosition_FW
0xff3d6640,GetISCenterShiftA_FW
0xff3d665c,GetISCenterShiftB_FW
0xff3d64dc,GetISCrossTalkComp_FW
0xff4dab38,GetISCrossTalkCompCoeff_FW
0xff3d5c54,GetISDriveAaxis_FW
0xff3d5c74,GetISDriveBaxis_FW
0xff3d6010,GetISFirmVersion_FW
0xff4da964,GetISGyro10BitDACPitch_FW
0xff4da96c,GetISGyro10BitDACYaw_FW
0xff4da944,GetISGyroData_FW
0xff4da934,GetISGyroDataPitch_FW
0xff4da93c,GetISGyroDataYaw_FW
0xff3d5dbc,GetISGyroGainAaxis_FW
0xff3d5ee4,GetISGyroGainBaxis_FW
0xff3d5f04,GetISGyroGainbyAxisType_FW
0xff4da97c,GetISGyroHPFINOffsetPitch_FW
0xff4da984,GetISGyroHPFINOffsetYaw_FW
0xff4da94c,GetISGyroHPFINPitch_FW
0xff4da954,GetISGyroHPFINYaw_FW
0xff4da974,GetISGyroOffset10BitDACData_FW
0xff4da98c,GetISGyroOffsetHPFINData_FW
0xff4dac4c,GetISGyroPitchGain_FW
0xff4daca0,GetISGyroYawGain_FW
0xff3d6348,GetISHallAmpFirstGain_FW
0xff4dac04,GetISHallDevicePitchGain_FW
0xff4dabec,GetISHallDevicePitchOffset_FW
0xff4dac0c,GetISHallDeviceYawGain_FW
0xff4dabf4,GetISHallDeviceYawOffset_FW
0xff3d5d48,GetISHallGainAaxis_FW
0xff3d5d68,GetISHallGainBaxis_FW
0xff3d5d88,GetISHallGainbyAxisType_FW
0xff3d5cd4,GetISHallOffsetAaxis_FW
0xff3d5cf4,GetISHallOffsetBaxis_FW
0xff3d5d14,GetISHallOffsetbyAxisType_FW
0xff4dacf4,GetISHallOffsetDAConvertValue_FW
0xff4da814,GetISHallOffsetDACValue_FW
0xff3d627c,GetISHallOut1Amp_FW
0xff4da95c,GetISHPFINGyroData_FW
0xff4da7fc,GetISLens1stHallAmpValue_FW
0xff4da834,GetISLensCorrectedEViAaxis_FW
0xff4da840,GetISLensCorrectedEViBaxis_FW
0xff4da84c,GetISLensDampAaxis_FW
0xff4da854,GetISLensDampBaxis_FW
0xff4dac2c,GetISLensDriveValue_FW
0xff4da81c,GetISLensEViAaxis_FW
0xff4da828,GetISLensEViBaxis_FW
0xff4daca8,GetISLensGyroGain_FW
0xff4dac14,GetISLensHallGain_FW
0xff4dabfc,GetISLensHallOffset_FW
0xff4dac44,GetISLensPositionValue_FW
0xff3d6060,GetISParamVersion_FW
0xff4dac1c,GetISPitchPWM_FW
0xff3d5c94,GetISPositionAaxis_FW
0xff3d5cb4,GetISPositionBaxis_FW
0xff098788,GetISPWMFrequency_FW
0xff09878c,GetISPWMPeriod_FW
0xff4dac34,GetISShiftLensPitchPosition_FW
0xff4dac3c,GetISShiftLensYawPosition_FW
0xff4dac24,GetISYawPWM_FW
0xff074658,GetKbdState
0xff4d43c8,GetLastVBatADLevel_FW
0xff19ecac,GetLatestHVPosition_FW
0xff02bf78,GetLcdPosition_FW
0xff20689c,GetLensErrorStatus_FW
0xff1d4e64,GetLogData_FW
0xff1d4e6c,GetLogDataOnlyAddMemory_FW
0xff0b212c,GetLogicalEventName_FW
0xff0a8a10,GetLogToFile_FW
0xff4daabc,GetLoopGain_FW
0xff3d64a8,GetLoopGainAdjValue_FW
0xff3d63a8,GetLoopGainCalcData_FW
0xff4daa60,GetLoopGainCalcData_FW
0xff3d61fc,GetLPFParallelBest_FW
0xff3d67e8,GetMacroISAngleAndVelocityA_FW
0xff3d6818,GetMacroISAngleAndVelocityB_FW
0xff4dab8c,GetMacroISEstimateRadius_FW
0xff4dab94,GetMacroISEstimateVelocity_FW
0xff3d6730,GetMacroISEstimRadiusA_FW
0xff3d674c,GetMacroISEstimRadiusB_FW
0xff4dab60,GetMacroISGain_FW
0xff3d6778,GetMacroISGainA_FW
0xff3d6794,GetMacroISGainB_FW
0xff04ae6c,GetMacroSupportZoomPoint_FW
0xff3d6038,GetMechaDSPVersion_FW
0xff3d55d8,GetMechaShutterCloseDacSetting_FW
0xff207fa4,GetMechaShutterMoveTime_FW
0xff3d5628,GetMechaShutterOpenDacSetting_FW
0xff207fcc,GetMechaShutterStatus_FW
0xff023408,GetMemInfo
0xff4d3f14,GetMinute_FW
0xff3910ec,GetModeDialName_FW
0xff391030,GetModeDialState_FW
0xff4d3e98,GetMonth_FW
0xff0513f8,GetMovieJpegVRAMHPixelsSize_FW
0xff051404,GetMovieJpegVRAMVPixelsSize_FW
0xff4d49a0,GetMShutterStatus_FW
0xff391228,GetNFCSystemAreaData_FW
0xff3913a8,GetNFCUserAreaData_FW
0x006b8718,GetNumberOfPostedMessages
0xff4d635c,GetObClampValue_FW
0xff1d2e58,GetOnlyAEIntegData_FW
0xff078d0c,GetOpticalTemperature
0xff078d0c,GetOpticalTemperature_FW
0xff2350f8,GetParameterData
0xff4d3510,GetPixelsOfViewangle_FW
0xff02bf90,GetPopupOpen_FW
0xff080100,GetProductID_FW
0xff0b02f0,GetPropertyCase
0xff21e370,GetPropertyCase_FW
0xff4d03a4,GetRawBufferAdd_FW
0xff074fb8,GetRomID_FW
0xff02be5c,GetSDDetect_FW
0xff02be64,GetSDProtect
0xff02be64,GetSDProtect_FW
0xff4d3f3c,GetSecond_FW
0xff0b1ca8,GetSelfControllerHandle_FW
0x006b7b60,GetSemaphoreValue
0xff4d63fc,GetSensorPreGain_FW
0xff4d05e4,GetShutterSpeedRegularMaxLimit_FW
0xff4d0600,GetShutterSpeedRegularMinLimit_FW
0x006b55fc,GetSRAndDisableInterrupt
0xff0af3ec,GetStringWithPrompt_FW
0xff4d2d2c,GetSumYOfVRAMCenterLine_FW
0xff02bdf0,GetSwitchStatus_FW
0xff3da5f4,GetSystemTime
0xff3da5f4,GetSystemTime_FW
0xff085a5c,GetTestRecCrawAddress_FW
0xff21df40,GetTimeFromRTC_FW
0x006b9230,GetTimeOfSystem_FW
0xff3927f0,GetTransparentMemory_FW
0xff392834,GetTransparentMemoryPosition_FW
0xff3927e0,GetTransparentMemorySize_FW
0xff091af4,GetUsableAvRange
0xff1d3da8,GetUsableMaxAv
0xff1d3da8,GetUsableMaxAv_FW
0xff1d3d8c,GetUsableMinAv
0xff1d3d8c,GetUsableMinAv_FW
0xff4d05d4,GetUserSetShutterSPeed_FW
0xff02ab3c,GetVBatVoltage_FW
0xff4d2378,GetVideoOutType_FW
0xff0513e0,GetVRAMHPixelsSize
0xff0513e0,GetVRAMHPixelsSize_FW
0xff0513ec,GetVRAMVPixelsSize
0xff0513ec,GetVRAMVPixelsSize_FW
0xff390cdc,GetWLANEepromNum_FW
0xff390c1c,GetWLANMACAddress_FW
0xff4d3e68,GetYear_FW
0xff2093d0,GetZoomActuatorCurrentPosition_FW
0xff209354,GetZoomActuatorSpeedPPS_FW
0xff3c56f0,GetZoomAmpereLimitOffTime_FW
0xff3922e8,GetZoomDefaultCommonDriveParam_FW
0xff3920e8,GetZoomDefaultDriveParam_FW
0xff0962b4,GetZoomDrivingTime_FW
0xff095578,GetZoomLensCurrentPoint
0xff095578,GetZoomLensCurrentPoint_FW
0xff20a72c,GetZoomLensCurrentPosition
0xff0954c8,GetZoomLensCurrentPosition_FW
0xff3d59d4,GetZoomLensDriveAmpereDac_FW
0xff0962b0,GetZoomLensMechaEdgePosition_FW
0xff3915c0,GetZoomLensResetPlus_FW
0xff095a78,GetZoomLensTelePoint_FW
0xff3921a8,GetZoomNormalDriveParam_FW
0xff20c5dc,GetZoomPiDefaultPosition_FW
0xff206e64,GetZoomPiSensorLevel_FW
0xff392148,GetZoomResetDriveParam_FW
0xff20c604,GetZoomResetSensorLevel_FW
0xff095a78,GetZoomTelePoint_FW
0x006b7b10,GiveSemaphore
0x006b7b10,GiveSemaphore_FW
0xff0b7784,GUISrv_StartGUISystem
0xff0b7784,GUISrv_StartGUISystem_FW
0xff15d82c,handle_PTP_OC_0x9038
0xff15d918,handle_PTP_OC_0x9039
0xff15da0c,handle_PTP_OC_0x903a
0xff15dac8,handle_PTP_OC_0x903b
0xff15db08,handle_PTP_OC_0x904b
0xff15d118,handle_PTP_OC_0x904c
0xff14e8fc,handle_PTP_OC_0x9050
0xff14de70,handle_PTP_OC_0x9051
0xff14e824,handle_PTP_OC_0x9052
0xff14e730,handle_PTP_OC_0x9053
0xff14e5fc,handle_PTP_OC_0x9057
0xff14e3a0,handle_PTP_OC_0x9058
0xff14e26c,handle_PTP_OC_0x9059
0xff14e0f4,handle_PTP_OC_0x905a
0xff14df74,handle_PTP_OC_0x905b
0xff14e8fc,handle_PTP_OC_0x905c
0xff14de70,handle_PTP_OC_0x905d
0xff15e6b0,handle_PTP_OC_0x9060
0xff15e754,handle_PTP_OC_0x9062
0xff14d4c4,handle_PTP_OC_0x9801
0xff14d0a4,handle_PTP_OC_0x9802
0xff14ce2c,handle_PTP_OC_0x9803
0xff14cd08,handle_PTP_OC_0x9804
0xff14c7d8,handle_PTP_OC_0x9805
0xff159658,handle_PTP_OC_CANON_ChangeUSBProtocol
0xff158148,handle_PTP_OC_CANON_CheckEvent
0xff154680,handle_PTP_OC_CANON_EOS_CancelTransfer
0xff153d64,handle_PTP_OC_CANON_EOS_DeleteObject
0xff154858,handle_PTP_OC_CANON_EOS_EndGetPartialObjectEx
0xff154988,handle_PTP_OC_CANON_EOS_GetCTGInfo
0xff15069c,handle_PTP_OC_CANON_EOS_GetEvent
0xff153c84,handle_PTP_OC_CANON_EOS_GetObjectInfo
0xff1540f0,handle_PTP_OC_CANON_EOS_GetObjectInfoEx
0xff153f50,handle_PTP_OC_CANON_EOS_GetPartialObject
0xff1546d0,handle_PTP_OC_CANON_EOS_GetPartialObjectEx
0xff153994,handle_PTP_OC_CANON_EOS_GetStorageIDs
0xff153a8c,handle_PTP_OC_CANON_EOS_GetStorageInfo
0xff1543f0,handle_PTP_OC_CANON_EOS_GetThumbEx
0xff1559c4,handle_PTP_OC_CANON_EOS_GetViewFinderData
0xff153650,handle_PTP_OC_CANON_EOS_KeepDeviceOn
0xff155930,handle_PTP_OC_CANON_EOS_RemoteReleaseOff
0xff1557e8,handle_PTP_OC_CANON_EOS_RemoteReleaseOn
0xff1504a4,handle_PTP_OC_CANON_EOS_RequestDevicePropValue
0xff154fe0,handle_PTP_OC_CANON_EOS_RequestInnerDevelopEnd
0xff154ddc,handle_PTP_OC_CANON_EOS_RequestInnerDevelopStart
0xff153600,handle_PTP_OC_CANON_EOS_ResetUILock
0xff150308,handle_PTP_OC_CANON_EOS_SetDevicePropValueEx
0xff1534dc,handle_PTP_OC_CANON_EOS_SetEventMode
0xff154564,handle_PTP_OC_CANON_EOS_SetObjectAttributes
0xff154d3c,handle_PTP_OC_CANON_EOS_SetRating
0xff1556e8,handle_PTP_OC_CANON_EOS_SetRemoteMode
0xff1536a0,handle_PTP_OC_CANON_EOS_SetRequestOLCInfoGroup
0xff1535b0,handle_PTP_OC_CANON_EOS_SetUILock
0xff154630,handle_PTP_OC_CANON_EOS_TransferComplete
0xff15cc8c,handle_PTP_OC_CANON_GetObjectAttributes
0xff15d410,handle_PTP_OC_CANON_GetObjectHandleByName
0xff15df98,handle_PTP_OC_CANON_GetObjectInfoEx
0xff15c9dc,handle_PTP_OC_CANON_GetPartialObjectEx
0xff15c760,handle_PTP_OC_CANON_GetPartialObjectInfo
0xff15e280,handle_PTP_OC_CANON_SendObjectByPath
0xff15cdbc,handle_PTP_OC_CANON_SendObjectInfoByPath
0xff15e4c0,handle_PTP_OC_CANON_SendPartialObject
0xff15cd28,handle_PTP_OC_CANON_SetObjectArchive
0xff15d54c,handle_PTP_OC_CANON_SetObjectTime
0xff05630c,handle_PTP_OC_CloseSession
0xff15d5c4,handle_PTP_OC_DeleteObject
0xff15d73c,handle_PTP_OC_FormatStore
0xff157774,handle_PTP_OC_GetDevicePropDesc
0xff157654,handle_PTP_OC_GetDevicePropValue
0xff15dc9c,handle_PTP_OC_GetNumObjects
0xff15c1d8,handle_PTP_OC_GetObject
0xff15dd8c,handle_PTP_OC_GetObjectHandles
0xff15c680,handle_PTP_OC_GetObjectInfo
0xff15c430,handle_PTP_OC_GetPartialObject
0xff15b7e0,handle_PTP_OC_GetStorageIDs
0xff15b8d8,handle_PTP_OC_GetStorageInfo
0xff15c360,handle_PTP_OC_GetThumb
0xff0563c0,handle_PTP_OC_OpenSession
0xff157284,handle_PTP_OC_ResetDevicePropValue
0xff15e280,handle_PTP_OC_SendObject
0xff15cdbc,handle_PTP_OC_SendObjectInfo
0xff1574d4,handle_PTP_OC_SetDevicePropValue
0xff15c5dc,handle_PTP_OC_SetObjectProtection
0xff038128,HardwareDefect_FW
0xff0380d4,HardwareDefectWithRestart_FW
0xff360e28,HdmiAudioSampleFreq_FW
0xff360d88,HdmiChange5VShortState_FW
0xff19de08,HdmiRegDump_FW
0xff1949d0,HdmiViewParameter_FW
0xff360d94,HecHdmiCecPhysicalCheckForScript_FW
0xff4da490,HitISLensAgainstBottomEdge_FW
0xff4da4a8,HitISLensAgainstLeftEdge_FW
0xff4da4c0,HitISLensAgainstRightEdge_FW
0xff4da478,HitISLensAgainstTopEdge_FW
0xff4da4d8,HitISLensToMechaEdge_FW
0xff4da8b8,HitISMechaEdgeInOpenControl_FW
0xff22663c,HwOcReadICAPCounter
0xff04c934,ImagerActivate
0xff1d4e88,InactivateAdjLog_FW
0xff21f18c,InitializeAdjustmentFunction_FW
0xff21f11c,InitializeAdjustmentSystem_FW
0xff084d08,Initializedccd_FW
0xff3162ac,InitializeDefectRec_FW
0xff084d08,InitializeDigicon_FW
0xff392f68,InitializeFAExtendFile_FW
0xff392f40,InitializeFAGeneralTest_FW
0xff4d4a0c,InitializeMechaDevice_FW
0xff391158,InitializeNFCAdjustment_FW
0xff17a0fc,InitializePTPIPTransportResponder_FW
0xff390fa0,InitializeSoundDevForRecEvent_FW
0xff392d90,InitializeSoundRec_FW
0xff084230,InitializeTestRec_FW
0xff05be90,InitializeWLAN_FW
0xff3d6a80,ISActive_FW
0xff4d6580,IsAdjCdsMode_FW
0xff3d5a9c,ISAutoCenter_FW
0xff3d3974,IsAvailableCZSpeed_FW
0xff078e68,IsBatteryTemperature_FW
0xff078e34,IsCCDTemperature_FW
0xff3d5ae0,ISChangeOPENtoCLOSE_FW
0xff0b27c0,IsControlEventActive_FW
0xff3d60a0,ISControlStart_FW
0xff3d60b0,ISControlStop_FW
0xff02d124,IsDUIDFixFlag_FW
0xff4d24dc,IsEVFDrive_FW
0xff4d2a60,IsEvfDriveMode_FW
0xff4d1754,IsExStrobeChargeComp_FW
0xff02c4f8,IsFAConnectUSB_FW
0xff02d0a4,IsFactoryMode_FW
0xff02c4ec,IsFAWLANRunning_FW
0xff3d6884,ISFixedPWMOFF_FW
0xff3d6870,ISFixedPWMON_FW
0xff203ac8,IsFocusLensOutSidePosition_FW
0xff02bf88,IsHvSensorExist_FW
0xff097c24,ISInitMotion_FW
0xff093f04,IsLensOutside_FW
0xff1d4eac,IsLogOutType_FW
0xff3d62a0,ISMDStart_FW
0xff3d62b0,ISMDStop_FW
0xff3d6a58,ISMemoryWrite_FW
0xff02d09c,IsMountLens_FW
0xff3d5ac4,ISMoveToMechaEdgeOPEN_FW
0xff02d16c,IsNormalCameraMode_FW
0xff372034,IsOKFaceAuthBinFile_FW
0xff078e00,IsOpticalTemperature_FW
0xff3d60c0,ISPanModeStart_FW
0xff3d6170,ISPanModeStop_FW
0xff0a8a34,IsRomLogAvailable_FW
0xff391100,IsSDDetect_FW
0xff100250,IsStrobeChargeCompleted
0xff208bac,IsZoomActuatorResetSensorPlusSide_FW
0xff095e90,IsZoomLensOutSidePosition_FW
0xff1d25fc,j_AbortAEIntegralValue_FW
0xff21de58,j_BeepDrive_FW
0xff21de5c,j_BeepDriveComp_FW
0xff360e38,j_CecRegDump_FW
0xff4d0464,j_ClearImageDrive_FW
0xff391164,j_ClearNFCSystemArea_FW
0xff027048,j_Close_FW
0xff07f650,j_CreateUserSettingMirror_FW
0xff12a934,j_E2LatOn_FW
0xff31fd60,j_EF.GetEFModExamDriveType_FW
0xff31fe6c,j_EF.IsChargeFull_FW
0xff31fd64,j_EF.IsIrisTypeKosaiShibori_FW
0xff21e520,j_exec_FW
0xff085b14,j_Executedccd_FW
0xff085b10,j_ExecuteDigicon_FW
0xff17f240,j_ExecuteShutDownPropertyService_FW
0xff0276e0,j_ExMem.AllocCacheable_FW
0xff0276d8,j_ExMem.AllocUncacheable_FW
0xff0276e4,j_ExMem.FreeCacheable_FW
0xff0276dc,j_ExMem.FreeUncacheable_FW
0xff0276d4,j_ExMem.View_FW
0xff21de54,j_GetAdChValue_FW
0xff07ece0,j_GetAdjTableVersion_FW
0xff21de50,j_GetAdVBattBottom_FW
0xff1d2b74,j_GetAEIntegWinData_FW
0xff129abc,j_GetBaseSv
0xff21df34,j_GetBatteryCoverClose_FW
0xff078ec0,j_GetBatteryTemperature_FW
0xff391408,j_GetBatteryVoltage_FW
0xff390e78,j_GetCameraInformationData_FW
0xff078ebc,j_GetCCDTemperature_FW
0xff4d6374,j_GetCdsGainValue_FW
0xff1d3e68,j_GetCurrentAvCoefficient_FW
0xff1d3b18,j_GetCurrentAvValue_FW
0xff390e08,j_GetCurrentCcdTemp_FW
0xff4d6424,j_GetCurrentDriveBaseSvValue_FW
0xff4d04e8,j_GetCurrentExposureTime_FW
0xff4d66a4,j_GetCurrentFocusLensPosition_FW
0xff4d66a4,j_GetCurrentFocusPosition_FW
0xff1d3dc8,j_GetCurrentIrisPosition_FW
0xff390e38,j_GetCurrentOptTemp_FW
0xff4d04f4,j_GetCurrentShutterSpeed_FW
0xff4d6648,j_GetCurrentTargetDistance_FW
0xff39189c,j_GetCurrentZoomLensDirection_FW
0xff39187c,j_GetCurrentZoomLensPoint_FW
0xff391874,j_GetCurrentZoomLensPosition_FW
0xff39187c,j_GetCurrentZoomPoint_FW
0xff391874,j_GetCurrentZoomPosition_FW
0xff085b1c,j_GetdccdFilterValue_FW
0xff085b18,j_GetdccdImage_FW
0xff4d44e0,j_GetDCPAdjOffset_FW
0xff21df2c,j_GetDialEventId_FW
0xff4dab10,j_GetDISModeParameter_FW
0xff21df3c,j_GetDriverInfoEvent_FW
0xff4d450c,j_GetEFUSEData_FW
0xff4f9e98,j_GetEsmCurrentImprovedPos_FW
0xff4f98a4,j_GetEsmCurrentPosition_FW
0xff4f9a18,j_GetEsmEncALightLevel_FW
0xff4f9a1c,j_GetEsmEncBLightLevel_FW
0xff4f98a8,j_GetEsmEncCurrentPosition_FW
0xff3d4b7c,j_GetEsmEncPhaseOffset_FW
0xff4f9c18,j_GetEsmEncPhaseOffset_FW
0xff4f9b78,j_GetEsmEncPiPlatePosVal_FW
0xff4f988c,j_GetEsmTargetPosition_FW
0xff4f9bf8,j_GetEsmTestAveSpeedCcw_FW
0xff4f9bf4,j_GetEsmTestAveSpeedCw_FW
0xff4f9c0c,j_GetEsmTestAveVoltage_FW
0xff4f9c00,j_GetEsmTestMaxSpeedCcw_FW
0xff4f9bfc,j_GetEsmTestMaxSpeedCw_FW
0xff4f9c10,j_GetEsmTestMaxVoltage_FW
0xff4f9c08,j_GetEsmTestMinSpeedCcw_FW
0xff4f9c04,j_GetEsmTestMinSpeedCw_FW
0xff4f9c14,j_GetEsmTestMinVoltage_FW
0xff3d68d0,j_GetFixedPWMOutA_FW
0xff3d68d4,j_GetFixedPWMOutB_FW
0xff3d4be8,j_GetFocusActuatorMicroStepCountSync_FW
0xff4d6638,j_GetFocusDefaultResetPosition_FW
0xff3d4884,j_GetFocusLensCurrentPosition_FW
0xff3d4888,j_GetFocusLensCurrentPositionWithMotor_FW
0xff3d4970,j_GetFocusLensDriveVoltage_FW
0xff3d4b78,j_GetFocusLensEncPhaseOffset_FW
0xff3d4a28,j_GetFocusLensGainSlope_FW
0xff3d49e8,j_GetFocusLensHoldVoltage_FW
0xff3d4a94,j_GetFocusLensPullInMaxSpeed_FW
0xff3d4890,j_GetFocusLensResetDefaultPosition_FW
0xff3d488c,j_GetFocusLensResetPosition_FW
0xff3d4a24,j_GetFocusLensResetVoltage_FW
0xff3d49ac,j_GetFocusLensSettingWaitVoltage_FW
0xff3d53dc,j_GetFocusPiSensorLevel_FW
0xff4d6640,j_GetFocusResetPosition_FW
0xff3d51a0,j_GetFocusStartZoomPosition_FW
0xff3d5f78,j_GetGyro10BitDACPitch_FW
0xff3d5f7c,j_GetGyro10BitDACYaw_FW
0xff3d5f38,j_GetGyroDataPitch_FW
0xff20f4f0,j_GetGyroDataRoll_FW
0xff3d5f3c,j_GetGyroDataYaw_FW
0xff3d5fb8,j_GetGyroHPFINOffsetPitch_FW
0xff3d5fbc,j_GetGyroHPFINOffsetYaw_FW
0xff3d5fc0,j_GetGyroHPFINPitch_FW
0xff3d5fc4,j_GetGyroHPFINYaw_FW
0xff3d4ea0,j_GetIrisAv_FW
0xff3d4ea4,j_GetIrisCurrentPosition_FW
0xff3d4fa4,j_GetIrisDriveVoltage_FW
0xff3d4fbc,j_GetIrisDriveVoltageLow_FW
0xff3d4fec,j_GetIrisHoldVoltage_FW
0xff3d4fd4,j_GetIrisSettingWaitVoltage_FW
0xff3d4fa0,j_GetIrisSpecClosePosition_FW
0xff3d4f9c,j_GetIrisSpecOpenPosition_FW
0xff3d6900,j_GetISPWMFrequency_FW
0xff3d6904,j_GetISPWMPeriod_FW
0xff21df30,j_GetLcdPosition_FW
0xff3d519c,j_GetLensErrorStatus_FW
0xff122904,j_GetMacroSupportZoomPoint_FW
0xff3d5674,j_GetMechaShutterMoveTime_FW
0xff3d5670,j_GetMechaShutterStatus_FW
0xff4d3644,j_GetMovieJpegVRAMHPixelsSize_FW
0xff4d364c,j_GetMovieJpegVRAMVPixelsSize_FW
0xff4d49a4,j_GetMShutterStatus_FW
0xff078eb8,j_GetOpticalTemperature_FW
0xff21df74,j_GetPopupOpen_FW
0xff21df14,j_GetSDDetect_FW
0xff21df18,j_GetSDProtect_FW
0xff4d05fc,j_GetShutterSpeedRegularMaxLimit_FW
0xff4d0618,j_GetShutterSpeedRegularMinLimit_FW
0xff21df00,j_GetSwitchStatus_FW
0xff1d3dc0,j_GetUsableMaxAv_FW
0xff1d3da4,j_GetUsableMinAv_FW
0xff4d43d0,j_GetVBatVoltage_FW
0xff4d2468,j_GetVideoOutType_FW
0xff4d2d98,j_GetVRAMHPixelsSize_FW
0xff4d2da0,j_GetVRAMVPixelsSize_FW
0xff209360,j_GetZoomActuatorCurrentPosition_FW
0xff3d5a98,j_GetZoomAmpereLimitOffTime_FW
0xff3919b0,j_GetZoomDrivingTime_FW
0xff3d5a4c,j_GetZoomLensCurrentPoint_FW
0xff3d5a50,j_GetZoomLensCurrentPosition_FW
0xff3d5a58,j_GetZoomLensMechaEdgePosition_FW
0xff3923d4,j_GetZoomLensResetPlus_FW
0xff3d5a54,j_GetZoomLensTelePoint_FW
0xff392670,j_GetZoomPiDefaultPosition_FW
0xff3d5400,j_GetZoomPiSensorLevel_FW
0xff391970,j_GetZoomResetSensorLevel_FW
0xff391968,j_GetZoomTelePoint_FW
0xff360e3c,j_HdmiRegDump_FW
0xff085b08,j_Initializedccd_FW
0xff085b08,j_InitializeDigicon_FW
0xff392e0c,j_InitializeSoundRec_FW
0xff0858bc,j_InitializeTestRec_FW
0xff390a44,j_InitializeWLAN_FW
0xff078ecc,j_IsBatteryTemperature_FW
0xff078ec8,j_IsCCDTemperature_FW
0xff4d2504,j_IsEVFDrive_FW
0xff4d6c3c,j_IsFocusLensOutSidePosition_FW
0xff21df38,j_IsHvSensorExist_FW
0xff3d5198,j_IsLensOutside_FW
0xff078ec4,j_IsOpticalTemperature_FW
0xff391150,j_IsSDDetect_FW
0xff209364,j_IsZoomActuatorResetSensorPlusSide_FW
0xff391d50,j_IsZoomLensOutSidePosition_FW
0xff12bd7c,j_j_GetBaseSv
0xff390bfc,j_LeaveWLANNetwork_FW
0xff337a60,j_LiveImageTool.GetDzoomPosition_FW
0xff1d4508,j_LoadDUIDCheckSum_FW
0xff4d42d4,j_LoadFactoryNumber_FW
0xff4d43bc,j_LoadSerialNumber_FW
0xff21e4a4,j_MemoryChecker_FW
0xff21e4a0,j_MonSelEvent_FW
0xff0276d0,j_NewTaskShell_FW
0xff027044,j_Open_FW
0xff035fc4,j_OpLog.WriteToROM_FW
0xff21e508,j_Peek16_FW
0xff21e504,j_Peek32_FW
0xff21e50c,j_Peek8_FW
0xff21e49c,j_Printf_FW
0xff0b62a4,j_PTM_AllReset_FW
0xff0b6820,j_PTM_BackupUIProperty_FW
0xff0b6770,j_PTM_GetWorkingCaptureMode_FW
0xff0b6804,j_PTM_IsEnableItem_FW
0xff0b67ec,j_PTM_NextItem_FW
0xff0b67f0,j_PTM_PrevItem_FW
0xff0b6774,j_PTM_SetCurrentItem_FW
0xff0b6808,j_PTM_SetProprietyEnable_FW
0xff027650,j_PutsCameraLogEvent_FW
0xff027148,j_Read_FW
0xff4d19fc,j_RegistColorMatrix_FW
0xff3911ac,j_ResetNFCSystemArea_FW
0xff21e4ac,j_SDump_FW
0xff21de60,j_SetStereoSeparation_FW
0xff027644,j_ShowCameraLog_FW
0xff027648,j_ShowCameraLogInfo_FW
0xff21f050,j_SS.GetDigitalZoomPosition_FW
0xff027640,j_StartCameraLog_FW
0xff3d5ac0,j_StartISLocalAutoCenter_FW
0xff3d5abc,j_StartISLocalHallAdjust_FW
0xff1d3138,j_StopAEIntegralService_FW
0xff02764c,j_StopCameraLog_FW
0xff024ec8,j_strcmp_FW
0xff085b0c,j_Terminatedccd_FW
0xff085b0c,j_TerminateDigicon_FW
0xff392e10,j_TerminateSoundRec_FW
0xff0858c0,j_TerminateTestRec_FW
0xff390a48,j_TerminateWLAN_FW
0xff4d4514,j_TurnOffCamera_FW
0xff235b40,j_UIFS_CancelStoreLensTimer_FW
0xff235710,j_UIFS_Capture_FW
0xff235714,j_UIFS_CaptureNoneStop_FW
0xff235b44,j_UIFS_DisplayFirmUpdateView_FW
0xff235748,j_UIFS_GetMovieRecoadableNumber_FW
0xff235b34,j_UIFS_GetNumberOfDisplayedImage_FW
0xff2356dc,j_UIFS_GetNumOfOptZoomPos_FW
0xff23574c,j_UIFS_GetStillShotableNumber_FW
0xff235afc,j_UIFS_IsAvailableShots_FW
0xff2356d8,j_UIFS_MoveZoomTo_FW
0xff235b38,j_UIFS_PlayTrimExecuteAllImageSize_FW
0xff235b30,j_UIFS_StartMoviePlay_FW
